gender,category,grade_10,grade_12,graduation_score,graduation_type,admission_test_score,work_exp_months,IIM_A,IIM_B,IIM_C,IIM_I,IIM_K,IIM_L
Male,SC,91,77.7,78.1,Non-Engineer,80.53,0,0,0,0,1,1,1
Male,General,98.2,83.1,76.1,Engineer,96.21,35,0,0,0,0,0,0
Male,EWS,85.1,81.1,70.5,Engineer,79.63,14,0,0,0,0,0,0
Male,NC_OBC,87.4,84.9,78.7,Engineer,89.4,14,0,0,0,0,0,0
Male,General,93.1,94,74.1,Non-Engineer,94.41,0,0,0,0,0,0,0
Male,NC_OBC,88,85.9,74,Engineer,99.9,36,1,1,1,0,0,0
Male,General,91.8,82,70,Engineer,98.52,21,0,0,0,0,0,0
Male,NC_OBC,95,95.3,92.8,Engineer,98.27,10,1,1,0,1,1,1
Male,SC,87,82.8,76.5,Engineer,89.3,11,0,0,0,0,0,1
Female,General,92.4,73.4,81.5,Engineer,97.71,22,0,0,0,0,0,0
Male,NC_OBC,71.8,66.6,70,Non-Engineer,83.85,0,1,1,0,0,0,1
Male,SC,88.4,74.8,65.9,Engineer,88.02,0,0,0,0,1,0,0
Male,NC_OBC,89.8,81.4,89.4,Engineer,95.92,0,0,0,0,0,0,0
Female,NC_OBC,93,85.7,76.8,Non-Engineer,82.26,0,0,0,0,0,0,0
Male,NC_OBC,91.8,73.6,74.1,Engineer,97.45,0,0,0,0,1,0,1
Male,NC_OBC,84,62.6,79.1,Non-Engineer,83.59,0,0,0,0,0,0,0
Female,NC_OBC,77.5,65.6,81,Non-Engineer,92,0,0,0,0,0,0,1
Male,EWS,95,72.2,69.4,Non-Engineer,86.52,0,0,0,0,0,0,0
Female,NC_OBC,93,75.2,77.1,Non-Engineer,85.15,0,0,0,0,0,0,0
Male,General,95,63.2,74,Non-Engineer,91.97,0,0,0,0,0,0,0
Male,General,95,80.4,62.8,Non-Engineer,79.63,0,0,0,0,0,0,0
Male,General,95,95,85.8,Engineer,96.04,40,0,0,0,0,1,1
Male,General,95,90.6,70.6,Engineer,97.57,19,0,0,0,0,0,0
Female,General,95,92.6,91,Engineer,98.05,12,0,0,0,1,1,0
Male,NC_OBC,93,78.2,67.5,Non-Engineer,90.57,0,0,0,0,0,1,0
Female,NC_OBC,85.5,72.4,76,Non-Engineer,77.01,0,0,0,0,0,0,0
Male,SC,89.2,73.4,66.3,Non-Engineer,70.59,0,0,0,0,0,1,0
Female,NC_OBC,95,89,71,Non-Engineer,89.18,0,0,0,0,1,1,0
Male,EWS,82.3,79,57.5,Non-Engineer,78.31,0,0,0,0,0,0,0
Female,General,95.6,94,83.1,Non-Engineer,96.82,0,0,0,0,0,0,0
Male,NC_OBC,83.9,78,67,Non-Engineer,84.19,0,0,0,0,0,0,0
Male,ST,70,63,63,Non-Engineer,83,0,0,0,0,0,0,0
Male,SC,93.4,78.8,79.7,Engineer,80.93,20,0,0,0,0,0,0
Male,NC_OBC,95,81,78.9,Engineer,99.38,0,0,1,1,1,1,0
Male,General,73.7,61.7,72.2,Non-Engineer,87.5,8,0,0,0,0,0,0
Female,General,95,75.2,62.9,Non-Engineer,92.74,0,1,1,1,1,1,1
Male,General,85.5,90.2,78,Non-Engineer,96.7,0,0,0,0,0,1,0
Female,EWS,93.1,83.4,73,Non-Engineer,60.43,0,0,0,0,0,0,0
Male,SC,88.6,78.6,69.1,Engineer,83.77,0,0,1,0,0,1,1
Male,NC_OBC,92,79,70,Non-Engineer,95.55,0,0,0,0,0,1,1
Female,General,90.2,86.8,77.9,Non-Engineer,95.83,0,0,0,0,0,0,0
Male,NC_OBC,95,79,71,Engineer,93.77,0,0,0,0,0,0,0
Female,SC,89,76,56,Non-Engineer,64.86,0,0,0,0,0,0,0
Male,NC_OBC,93.1,71.2,75.6,Engineer,90.95,0,0,0,0,0,0,0
Male,General,89,71.4,70,Engineer,94.47,0,0,0,0,0,0,0
Male,General,88,74.5,71.6,Non-Engineer,70.62,0,0,0,0,0,0,0
Male,General,87.4,65,65,Non-Engineer,95.05,0,0,0,0,0,0,0
Female,General,94.8,93,81.4,Non-Engineer,90.4,0,0,0,0,1,0,0
Female,NC_OBC,95,92.4,65.8,Engineer,94.62,0,1,0,1,1,1,1
Male,NC_OBC,92,94.6,78.6,Engineer,95.42,0,0,1,0,1,1,1
Male,General,95,87,76,Non-Engineer,96.93,0,0,0,0,0,1,0
Female,NC_OBC,80,88.8,75,Non-Engineer,82.97,0,0,0,0,1,1,0
Male,General,95,95.6,85.4,Engineer,99.12,20,1,1,0,0,1,0
Female,General,96.7,93.5,81,Non-Engineer,94.35,9,1,0,0,0,0,0
Male,General,94.7,88.5,86.5,Engineer,96.66,13,0,0,0,1,0,0
Female,General,95,87.6,87.9,Engineer,94.24,28,0,0,0,0,1,0
Female,General,94.7,98.4,93,Non-Engineer,97.75,0,1,0,0,1,1,0
Male,General,87.4,89.2,75.3,Non-Engineer,99.42,0,0,0,0,0,1,0
Female,General,81.7,86,75.9,Non-Engineer,93.94,21,0,0,0,0,0,1
Male,General,88.2,85.2,81.5,Non-Engineer,94.67,10,0,0,0,0,0,0
Male,General,95,84,77.9,Non-Engineer,92.68,0,0,0,0,0,0,0
Male,General,87.7,87.4,72,Engineer,99.52,30,0,0,0,0,0,1
Male,General,95,84.6,87.5,Non-Engineer,92.8,0,1,0,0,0,0,0
Male,General,92.8,91.4,74.9,Engineer,97.03,12,0,0,0,0,0,0
Female,General,96.2,91.5,89.5,Non-Engineer,97.52,0,0,0,0,1,1,0
Male,General,95,87,86.1,Non-Engineer,98.12,0,0,0,0,0,1,0
Male,General,95,88.9,90.8,Engineer,99.51,11,0,0,0,1,0,0
Male,General,95,93,92.3,Non-Engineer,94.01,0,0,0,0,0,0,0
Male,General,86.8,89.1,90.3,Non-Engineer,99.39,0,1,0,0,0,1,1
Female,General,94.6,92.8,77.8,Non-Engineer,98.07,12,1,0,0,0,1,1
Male,General,92,90.3,80.7,Non-Engineer,98.78,10,0,0,0,1,1,1
Male,General,77,81,71,Engineer,93.4,0,0,0,0,0,0,0
Female,General,94,95.2,88.2,Engineer,98.28,0,0,1,0,1,1,0
Female,General,95,92,84.1,Non-Engineer,96.66,0,0,1,0,0,1,0
Male,General,95,94.4,83.6,Engineer,98.49,0,0,0,0,1,0,0
Female,General,84,85.5,63.7,Non-Engineer,87.49,0,0,0,0,0,0,0
Male,General,78.1,69.7,59,Non-Engineer,95.33,0,0,0,0,0,0,0
Male,General,95,93.6,84,Non-Engineer,91.07,3,1,0,0,0,0,0
Female,General,87.4,80.2,77.8,Non-Engineer,90.17,7,0,0,0,0,0,0
Female,General,94.1,76.3,85,Non-Engineer,99.24,2,0,0,0,1,1,0
Female,General,96.3,90.9,87.8,Engineer,97.03,0,0,0,0,0,1,0
Female,General,84.2,89.4,81.6,Non-Engineer,86.58,0,0,0,0,0,0,0
Female,General,95,94.8,59.8,Non-Engineer,93.22,9,0,0,0,1,0,0
Female,General,92.6,88.5,80.9,Non-Engineer,91.46,0,0,0,0,1,1,1
Male,SC,81.2,58.6,71,Non-Engineer,73.27,0,0,0,0,0,1,0
Female,General,95,80,86,Non-Engineer,94.58,38,0,0,0,0,1,0
Female,General,95,94.6,66.7,Engineer,98.24,8,0,0,0,1,1,0
Male,NC_OBC,95,92,86.5,Engineer,76.04,23,0,0,0,0,0,0
Male,General,93.8,88.6,69.1,Engineer,93.43,0,0,0,0,0,0,0
Male,General,94.5,84.8,84.1,Engineer,97.52,24,0,0,0,0,0,1
Female,General,93,86.9,81.3,Engineer,86.45,14,0,0,0,0,0,0
Male,General,95,94,75,Non-Engineer,94.82,0,0,0,0,0,0,0
Female,General,93.1,77.1,82.1,Engineer,99.17,24,0,0,0,0,1,0
Male,General,95.9,96,81.4,Engineer,99.22,0,0,1,0,1,0,1
Male,General,95,87.7,77,Non-Engineer,99.97,0,1,1,1,1,1,1
Female,General,90.7,78.5,73.4,Engineer,98.32,7,0,0,0,0,1,0
Male,General,87.1,75,58.2,Engineer,92.9,54,0,0,0,0,0,0
Female,General,89.3,91.8,85,Non-Engineer,94.01,0,0,0,0,0,0,0
Male,General,85.6,90.4,58,Non-Engineer,99.05,0,1,0,0,0,0,0
Male,General,85.3,89.4,73.7,Engineer,90.57,6,0,0,0,0,0,0
Male,General,93,76,72,Engineer,96.73,0,0,0,0,0,0,0
Male,NC_OBC,95,83.4,73.2,Engineer,87.81,8,0,0,0,0,0,0
Male,General,95,94.8,76.6,Non-Engineer,97.02,12,1,0,0,0,1,1
Male,General,83.7,77.7,77,Non-Engineer,89.36,0,0,0,0,0,0,0
Male,General,86.2,86.9,66.3,Non-Engineer,96.39,15,0,0,0,0,0,0
Male,General,93.3,88.5,93.3,Engineer,98.82,6,0,1,0,1,0,0
Female,General,91.2,91.1,90.5,Non-Engineer,88.01,0,0,0,0,0,0,0
Male,General,90,83.2,52,Engineer,99.74,0,0,0,1,0,0,0
Female,SC,99.1,86.9,80.6,Engineer,66.08,0,0,0,0,0,0,0
Male,General,93.3,71.7,68.2,Engineer,91.49,0,0,0,0,0,0,0
Female,NC_OBC,88.6,81.5,68.5,Engineer,92.34,17,0,0,0,0,1,0
Male,General,86.6,83.7,67.2,Engineer,98.84,16,0,0,0,0,0,0
Male,SC,89.5,79.4,65.2,Engineer,95.86,14,0,1,1,1,1,1
Female,General,92.3,91,78.3,Engineer,80.34,14,0,0,0,0,0,0
Male,General,93.5,86.9,78.4,Engineer,99.63,29,0,0,0,0,0,1
Male,General,96.8,91.2,83,Engineer,99.53,0,0,0,0,1,0,0
Male,General,93.4,95.6,86.1,Engineer,99.54,0,0,1,0,1,0,1
Female,General,96,88.3,86.8,Engineer,99.15,0,0,1,1,1,1,1
Male,General,93.6,91.5,75,Non-Engineer,94.84,0,0,0,0,0,1,0
Female,General,93,94.2,74.9,Engineer,97.15,17,0,0,0,1,1,0
Male,General,89,89.1,85,Engineer,98.53,0,0,1,0,1,0,1
Female,General,96.7,91.1,70,Non-Engineer,99.08,0,0,0,0,0,0,0
Male,General,94.4,77.2,71.9,Engineer,93.96,12,0,0,0,0,0,0
Female,General,92,74.6,75.8,Non-Engineer,97.99,0,0,0,0,0,0,0
Female,NC_OBC,95.5,70.6,76.4,Engineer,84.79,0,0,0,0,0,0,0
Male,General,89.9,75.4,65.4,Engineer,99.45,30,0,0,0,0,0,1
Male,General,95.6,81.7,85.9,Engineer,98.78,16,0,0,0,0,0,0
Female,General,92,83.9,82,Non-Engineer,89.42,0,0,0,0,0,0,0
Male,General,89.3,89.7,92,Engineer,99.88,0,1,1,1,1,1,1
Male,General,93.7,96.3,84.7,Non-Engineer,96.57,0,0,0,0,1,1,0
Female,General,94.5,87.5,92.6,Non-Engineer,92.16,0,0,0,0,0,0,0
Male,SC,76.3,79.2,62.8,Non-Engineer,67.12,0,0,0,0,0,0,0
Male,General,92.3,69.9,83.4,Non-Engineer,94.5,0,0,0,0,0,0,0
Female,General,85.4,84.5,79.4,Non-Engineer,84.86,0,0,0,0,0,0,0
Male,General,90.4,79.2,67.5,Engineer,96.23,21,0,0,0,0,0,0
Male,NC_OBC,89.4,77.7,75.3,Engineer,97.11,6,0,0,0,0,0,0
Male,General,75,62,65,Engineer,69.92,0,0,0,0,0,0,0
Male,General,94.6,92.8,98.5,Engineer,99.44,2,0,1,0,1,0,0
Male,EWS,93.6,81.1,64.8,Engineer,93.47,18,0,0,0,0,0,0
Male,General,93.3,78.6,71.9,Engineer,98.05,0,0,0,0,0,0,0
Female,General,96,93,85,Engineer,94.92,5,0,0,0,1,1,1
Female,NC_OBC,86.3,92.6,89.9,Non-Engineer,90.44,0,0,0,0,0,0,0
Male,General,88,67,61,Engineer,93.89,21,0,0,0,0,0,0
Male,General,92,88.5,74.5,Non-Engineer,94.19,1,0,0,0,0,0,0
Male,General,94.8,95.4,86.3,Engineer,99.36,0,0,0,0,1,0,1
Male,NC_OBC,81.8,59.2,59,Engineer,86.3,5,0,0,0,0,0,0
Male,SC,92,82,72.5,Non-Engineer,82.26,0,0,0,0,1,1,0
Male,General,90.4,82.9,73.7,Non-Engineer,93.04,0,0,0,0,0,0,0
Male,General,88,89.4,75,Non-Engineer,99.46,0,1,0,0,0,1,1
Male,General,92.7,74.5,59.9,Engineer,94.14,27,0,0,0,0,0,0
Female,General,95,96,82.3,Engineer,94.9,0,0,0,0,1,0,0
Male,SC,84.5,71.4,77,Non-Engineer,89.42,0,0,0,0,0,1,1
Male,General,93.8,92,60,Non-Engineer,97.49,0,0,1,0,0,0,1
Male,General,96,93,85,Non-Engineer,95.48,25,0,0,0,1,1,1
Male,General,91.3,89.7,78.2,Engineer,94.67,0,0,0,0,0,0,0
Male,EWS,84,88,77,Engineer,99.7,30,1,1,1,1,1,1
Male,General,79.8,95.6,85,Non-Engineer,97.84,0,0,0,0,0,0,0
Male,General,89.5,82.2,71.6,Engineer,88.85,0,0,0,0,0,0,0
Male,ST,88.8,64.3,59.6,Non-Engineer,71.01,30,0,0,0,0,0,0
Female,General,91.5,88.6,72.6,Non-Engineer,91.03,0,0,0,0,0,0,0
Female,General,96.3,94.6,82,Engineer,91.98,0,0,0,0,1,0,0
Female,General,92.2,90,79.6,Engineer,92.95,0,0,0,0,0,0,0
Male,General,97.2,94.5,98.5,Engineer,96.39,0,0,0,0,1,0,0
Female,General,89.5,87.2,80.8,Non-Engineer,94.49,36,0,0,0,0,1,1
Male,General,88,85,76,Non-Engineer,95.01,0,0,0,0,0,0,0
Male,General,99,93.4,71,Engineer,99.93,21,1,0,1,0,0,1
Male,General,89.3,93.8,83,Non-Engineer,93.77,0,0,0,0,0,0,0
Male,General,91.8,92.2,81.8,Non-Engineer,92.35,0,0,0,0,0,0,0
Female,General,87,79,72,Non-Engineer,97.06,0,0,0,0,1,1,0
Female,General,78.3,88.6,82.4,Non-Engineer,93.24,0,0,0,0,0,0,0
Male,General,95,95.4,68.2,Engineer,97.78,15,0,0,0,0,0,0
Male,NC_OBC,95,92.9,68.5,Non-Engineer,98.18,0,1,0,1,1,1,1
Male,General,93.8,91.9,83.4,Non-Engineer,99.98,40,1,1,1,1,1,1
Female,General,97,82.8,87,Non-Engineer,99.58,0,1,1,1,1,1,0
Female,General,96,92.4,80.1,Non-Engineer,99.84,0,1,1,1,1,1,1
Male,General,88.7,89.9,82,Non-Engineer,97.99,0,0,0,0,1,0,0
Female,General,93.5,92.5,77.8,Engineer,96.24,24,0,0,0,0,0,0
Male,NC_OBC,94,88.8,84.6,Engineer,95.2,0,0,0,1,1,0,1
Male,General,93.5,77.6,74.5,Engineer,94.07,0,0,0,0,0,0,0
Male,General,90.8,65.7,65.9,Non-Engineer,76.65,0,0,0,0,0,0,0
Female,General,94.2,92.5,82.9,Engineer,96.1,0,0,0,0,0,0,0
Male,General,77,72,75,Non-Engineer,95.43,0,0,0,0,0,0,0
Male,EWS,95,91,68.2,Engineer,93.23,60,0,1,0,0,0,1
Female,General,96.2,95.8,78.3,Non-Engineer,97.87,36,0,0,0,1,1,1
Male,SC,82.4,68,69.8,Engineer,74.46,0,0,0,0,0,0,0
Male,NC_OBC,87,71.5,76.1,Non-Engineer,88.67,0,0,0,0,0,0,0
Female,SC,75.4,62,75,Non-Engineer,66.48,0,0,0,0,0,0,0
Male,SC,95,89.2,75.7,Engineer,89.8,28,0,1,1,1,1,1
Male,General,85.5,72.6,81.8,Non-Engineer,83.15,0,0,0,0,0,0,0
Female,SC,95,85.8,86.1,Engineer,90.16,0,0,1,1,1,1,1
Male,General,87.8,84.3,80,Non-Engineer,92.26,0,0,0,0,0,0,0
Female,General,95,94.3,88.6,Engineer,91.96,18,0,1,0,0,1,0
Male,NC_OBC,95.4,93.2,90,Engineer,97.8,0,0,1,1,1,1,1
Male,NC_OBC,95,91.4,68,Engineer,94.48,6,0,0,0,0,1,1
Male,General,85.6,90,81.2,Engineer,98.83,3,0,0,0,0,0,0
Male,General,90.2,73.9,61.4,Engineer,96.29,12,0,0,0,0,0,0
Female,General,93.3,74.3,57.6,Engineer,78.67,0,0,0,0,0,0,0
Female,General,95.2,92.2,88.6,Non-Engineer,96.84,36,0,0,0,1,1,0
Male,General,97,92,84.9,Engineer,98.5,0,0,0,0,1,0,0
Male,SC,92,68.8,80,Engineer,88.18,0,0,0,0,0,0,0
Female,General,95.3,93.9,87.7,Engineer,99.24,30,0,1,1,1,1,1
Male,SC,88.4,70,66.2,Engineer,83.19,7,0,0,0,0,0,1
Female,General,92,90.8,90.1,Engineer,94.56,18,0,0,0,0,0,0
Male,General,92,92,76,Engineer,95.31,0,0,0,0,0,0,0
Male,SC,87,64,60,Engineer,57.15,24,0,0,0,0,0,0
Male,General,94,86.3,75.3,Engineer,99.24,12,0,0,0,1,0,0
Female,General,95.8,95,82.3,Engineer,93.94,24,0,0,0,0,1,0
Male,General,89.4,78.3,75,Engineer,95.73,0,0,0,0,0,0,0
Male,General,76,88.2,79,Non-Engineer,88.52,40,0,0,0,0,0,0
Male,General,98.3,96.1,78.8,Non-Engineer,99.26,24,1,1,0,0,1,1
Male,General,86.2,82.5,85.1,Non-Engineer,98.12,0,1,1,0,0,0,0
Male,General,76.2,70.2,67.7,Engineer,93.78,15,0,0,0,0,0,0
Female,General,97,96,89.3,Non-Engineer,95.49,0,0,0,0,1,0,0
Male,General,95,86.5,86.5,Engineer,99.74,12,0,1,1,1,0,1
Female,General,91,76.9,90.1,Engineer,75.49,0,0,0,0,0,0,0
Male,General,81.5,65.2,69.2,Non-Engineer,92.31,17,0,0,0,0,0,0
Female,General,90.2,86.6,95,Non-Engineer,95.13,0,0,0,0,0,0,0
Male,General,93,88,79.8,Engineer,99.1,3,0,1,0,1,0,0
Male,EWS,98.3,98.5,81.4,Engineer,96.9,0,0,0,0,0,1,0
Female,General,93.5,91.1,79,Non-Engineer,96,14,0,0,0,0,1,0
Male,General,93,96,61,Non-Engineer,98.08,36,1,0,0,0,0,0
Male,General,88.2,71.4,77.3,Non-Engineer,94.92,0,0,0,0,0,0,0
Male,General,93.3,95.7,81.9,Engineer,99.06,10,0,1,0,1,0,1
Male,General,78.3,66.7,57.9,Engineer,85.61,14,0,0,0,0,0,0
Male,General,94.5,95,77.4,Non-Engineer,93.29,0,0,0,0,0,0,0
Female,General,91.2,95.2,85,Non-Engineer,94.54,0,0,0,0,0,0,0
Male,General,86,76,83,Engineer,96.32,0,0,0,0,0,0,0
Male,General,88.4,81.4,84.6,Engineer,95.17,0,0,0,0,0,0,0
Female,General,89.3,89.2,72,Non-Engineer,94.57,20,0,0,0,1,0,0
Male,NC_OBC,93,84.8,85.2,Engineer,87.2,0,0,0,0,0,0,0
Male,General,83.2,84.8,81,Engineer,91.07,0,0,0,0,0,0,0
Male,General,95,94.8,89.5,Non-Engineer,91.41,18,0,0,0,0,0,0
Male,General,93.1,85.4,89,Non-Engineer,88.82,0,0,0,0,0,0,0
Male,General,77.1,67.2,53,Engineer,88.96,35,0,0,0,0,0,0
Female,General,96.5,82,82.8,Engineer,95.42,0,0,0,0,1,0,0
Female,SC,90,70,76,Non-Engineer,82.29,0,0,0,0,1,1,0
Female,General,94.3,92.5,82.9,Non-Engineer,87.49,0,0,0,0,0,0,0
Female,General,66,60.2,80.8,Non-Engineer,92.31,0,0,0,0,0,0,0
Female,General,96.5,92.2,82.5,Engineer,95.57,0,0,0,0,0,1,0
Female,General,96,93,85.7,Non-Engineer,96.63,0,0,0,0,1,0,1
Male,SC,88.2,75,72.1,Engineer,66.38,5,0,0,0,0,0,0
Male,NC_OBC,85.5,92.5,73.8,Engineer,89.35,0,0,0,0,1,0,1
Male,General,93,92.4,88.9,Engineer,99.96,1,1,1,1,0,0,0
Female,General,94.7,95.2,79.1,Non-Engineer,96.82,0,0,0,0,0,0,0
Female,General,95,88.4,78,Engineer,95.27,53,0,0,0,0,0,0
Male,ST,98,97.9,60,Engineer,90.25,0,1,1,1,1,0,1
Female,General,95,97.2,86.2,Non-Engineer,98.69,24,0,0,0,0,0,1
Male,General,85.4,67.8,67,Non-Engineer,96.4,12,0,0,0,0,0,0
Male,General,91.2,90,67.5,Engineer,98.71,0,0,0,0,0,0,1
Male,General,79.3,70.6,61.8,Engineer,55.99,0,0,0,0,0,0,0
Female,General,94,94.2,80.2,Engineer,98.77,0,0,0,0,1,1,1
Female,General,94.8,95.6,89.8,Non-Engineer,94.98,0,0,0,0,1,0,0
Female,General,90.2,80.8,82.8,Non-Engineer,92.03,2,0,0,0,0,1,0
Female,SC,82.8,84.3,82.3,Non-Engineer,67.98,0,0,0,0,1,1,0
Male,SC,89.9,72.9,64.9,Engineer,92.25,0,0,0,0,1,1,1
Male,NC_OBC,88.5,90,57.3,Non-Engineer,77.66,0,0,0,0,0,0,0
Female,General,99.8,93.7,81.1,Non-Engineer,91.3,0,0,0,0,1,0,0
Male,NC_OBC,85.5,63.9,63.1,Engineer,79.53,18,0,0,0,0,0,0
Male,General,91.9,89.2,73.8,Non-Engineer,99.9,0,1,1,1,1,1,1
Male,General,88,81,79.6,Non-Engineer,96.7,0,0,0,0,0,0,0
Male,General,93.7,93.1,90.8,Engineer,92.79,24,0,0,0,0,0,0
Male,General,80,80,70,Engineer,97.35,0,0,0,0,0,0,0
Male,SC,85.3,73.2,57.2,Engineer,74.95,24,0,1,0,0,0,0
Male,General,95,83,79.3,Engineer,98.15,0,0,0,0,0,0,0
Female,NC_OBC,86.2,76.3,64.6,Engineer,90.19,0,0,0,0,0,1,0
Male,General,93.5,75.9,89.6,Engineer,98.35,0,0,0,0,0,0,0
Male,General,88.5,81.1,77.9,Non-Engineer,94.03,24,0,0,0,0,0,0
Male,General,95.4,92.2,86.7,Non-Engineer,98.58,14,1,0,0,1,1,0
Male,General,93.8,84.8,89.5,Engineer,95.44,30,0,0,0,0,0,1
Female,General,93.1,94.8,76.2,Non-Engineer,98.37,0,1,0,0,1,1,1
Male,General,93.5,94,76.8,Engineer,96.52,22,0,0,0,0,0,0
Male,General,95.2,82.3,89.4,Engineer,86.61,0,0,0,0,0,0,0
Male,General,91.8,93.5,75.1,Engineer,96.39,0,0,0,0,0,0,0
Female,General,95.2,94.4,69.9,Engineer,99.71,26,1,1,1,1,1,1
Male,General,94,92,83.8,Engineer,99.78,12,1,1,1,1,0,0
Male,General,95,88,72,Engineer,93.95,0,0,1,0,1,1,0
Male,General,96,95,97.1,Engineer,99.58,21,1,1,0,1,1,1
Male,General,91.1,71.5,73.9,Engineer,91.56,0,0,0,0,0,0,0
Female,EWS,87.3,75.4,77.8,Engineer,72.83,0,0,0,0,0,0,0
Male,General,94.2,93.7,93.3,Non-Engineer,94.35,0,0,0,0,0,0,0
Male,General,89.3,86.2,76.2,Engineer,90.26,11,0,0,0,0,0,0
Female,General,92,88,76,Non-Engineer,99.07,0,1,1,1,1,1,1
Male,ST,91.5,63.5,72.8,Engineer,77.24,0,0,0,0,1,1,1
Female,General,87.7,85,68,Non-Engineer,93.45,11,0,0,0,0,0,0
Male,General,89.7,78.6,77.5,Non-Engineer,93.03,13,0,0,0,0,0,0
Female,General,86.7,91.7,65.6,Engineer,88.62,7,0,0,0,0,0,0
Male,NC_OBC,84.3,90.8,85,Non-Engineer,87.26,0,0,0,0,1,1,1
Male,General,81.4,70.3,63.2,Engineer,97.08,26,0,0,0,0,0,0
Female,General,95.3,88.3,80,Non-Engineer,96.72,36,1,0,0,1,1,0
Male,NC_OBC,86.6,64.9,64.5,Engineer,81.46,0,0,0,0,0,0,0
Female,SC,70.2,86,68,Non-Engineer,58.21,18,0,0,0,0,0,0
Male,General,86.2,82.5,76.1,Non-Engineer,89.51,0,0,0,0,0,0,0
Female,NC_OBC,91.8,90.2,76,Non-Engineer,91.77,0,0,0,0,1,1,1
Female,General,93.2,80.9,69.5,Non-Engineer,91.69,4,1,0,0,0,0,0
Female,General,91.2,76.9,76.2,Engineer,78.23,0,0,0,0,0,0,0
Female,General,92.8,90,93.1,Non-Engineer,92.97,3,0,0,0,0,0,0
Male,NC_OBC,91.2,95,85.4,Engineer,97.67,36,0,1,0,0,0,0
Male,General,92,91.5,77.4,Engineer,97.64,0,0,0,0,0,0,0
Male,General,93.8,90.2,79.2,Engineer,99.86,0,1,0,1,0,0,1
Male,NC_OBC,83.6,85.6,78.8,Engineer,94.35,0,0,0,0,0,0,0
Male,General,95,91.4,75.5,Engineer,96.13,30,0,1,0,0,0,1
Male,NC_OBC,94.2,90.8,74.6,Engineer,98.39,0,0,0,1,1,1,1
Male,General,90,92,75.5,Non-Engineer,98.69,24,0,0,0,0,1,0
Male,SC,88.8,69,67,Non-Engineer,83,10,0,0,0,0,0,0
Male,General,94,86.2,79,Engineer,89.88,7,0,0,0,0,0,0
Male,General,88,85.7,58.9,Non-Engineer,95.09,10,0,0,0,0,0,0
Male,General,79.7,84.6,70,Non-Engineer,90.66,0,0,0,0,0,1,1
Male,SC,75.6,55.2,55,Non-Engineer,61.82,0,0,0,0,0,0,0
Male,General,95.4,89.7,82.9,Engineer,99.11,22,0,0,0,1,0,1
Female,General,95.1,85.4,76.6,Engineer,96.48,1,0,0,0,1,1,0
Female,General,95,94,83,Engineer,95.82,38,0,0,0,1,1,1
Male,General,95.4,89.2,81.6,Engineer,99.76,0,0,0,1,1,0,1
Female,SC,95,71,71,Engineer,55.23,0,0,0,0,0,0,0
Female,General,90,76,80,Non-Engineer,93.46,0,1,1,1,1,1,1
Female,NC_OBC,90.6,75.5,79,Engineer,80.51,0,0,0,0,0,0,0
Male,General,94,78,76,Non-Engineer,98.36,0,0,0,0,0,0,0
Male,General,79.8,93.2,59.4,Non-Engineer,95.55,15,0,0,0,0,0,0
Male,General,90.6,86.8,73.4,Engineer,96.36,28,0,0,0,0,0,0
Male,ST,83.2,79.4,72.8,Engineer,95.31,0,0,1,1,0,0,0
Male,General,93,89.4,83,Engineer,99.5,0,0,0,0,0,0,0
Male,General,84.2,67.1,70.5,Non-Engineer,77.48,0,0,0,0,0,0,0
Female,NC_OBC,97,83.1,65.3,Engineer,95.31,17,0,0,1,0,1,0
Female,General,90.6,90.2,86,Non-Engineer,92.7,0,0,0,0,0,0,0
Female,SC,93,86,78,Engineer,94.47,0,0,1,1,1,1,1
Female,General,89.7,91.1,65.2,Engineer,87.67,3,0,0,0,0,0,0
Male,General,91,92,81.4,Engineer,99.16,0,0,0,0,0,0,0
Male,NC_OBC,82.4,67.4,76.2,Non-Engineer,86.17,0,0,0,0,0,0,0
Female,General,90.8,81.4,79.9,Engineer,97.03,10,0,0,0,0,0,0
Female,General,94.9,93.4,72.5,Engineer,92.93,23,0,0,0,1,1,0
Female,General,94.8,95.4,90.1,Non-Engineer,93.79,0,0,0,0,0,0,0
Male,General,94,80,82.4,Engineer,92.46,23,0,0,0,0,0,0
Female,SC,92.2,85,68,Engineer,49,9,0,0,0,0,0,0
Male,General,95,93,68.9,Engineer,99.73,40,1,0,1,0,1,1
Female,SC,83,81,76,Engineer,81.54,0,0,0,0,1,1,0
Male,NC_OBC,81,61.2,57.9,Engineer,85.85,48,0,0,0,0,0,0
Male,SC,68,70,70,Engineer,61.97,0,0,0,0,0,0,0
Male,General,97,96,93,Engineer,97.33,7,0,0,0,0,0,0
Male,General,87.4,84.7,90.4,Non-Engineer,95.92,0,0,0,0,0,0,0
Male,NC_OBC,89.5,75.7,92.3,Engineer,98.55,12,0,1,0,0,0,0
Male,General,93.2,87.8,70,Engineer,95.46,0,0,0,0,0,0,0
Male,General,89.8,82.9,75.5,Engineer,98.81,0,0,0,0,0,0,0
Male,General,95.2,95,79.7,Engineer,99.86,24,1,1,1,1,1,0
Male,General,95,91.9,83.7,Engineer,96.72,28,0,0,0,1,0,0
Male,General,94.2,85.4,68.4,Engineer,99.81,0,0,1,1,1,0,1
Male,General,87,84,90.5,Engineer,99.12,0,1,1,1,0,0,1
