gender,category,grade_10,grade_12,graduation_score,graduation_type,admission_test_score,work_exp_months,IIM_A,IIM_B,IIM_C,IIM_I,IIM_K,IIM_L
Male,SC,92,92,76,Engineer,80.06,17,0,0,0,0,0,0
Female,General,94.2,93,80.7,Engineer,96.14,15,0,0,0,0,1,0
Male,General,92,88,70,Non-Engineer,95.29,0,0,0,0,0,0,0
Female,General,94.1,90.2,94.1,Non-Engineer,97.31,0,0,1,0,0,1,0
Male,NC_OBC,95.6,90,75.2,Engineer,95.29,40,0,1,0,1,1,1
Male,NC_OBC,79.2,60.4,70.5,Non-Engineer,83.98,18,0,0,0,0,0,0
Male,General,95.8,96,80,Non-Engineer,98.8,0,0,1,1,0,1,0
Male,General,95,93.6,84.8,Non-Engineer,97.68,0,0,1,0,0,0,0
Male,General,95,93,87,Non-Engineer,91.79,0,0,0,0,0,0,0
Male,General,95,88.8,74.7,Engineer,94.83,23,0,0,0,0,0,0
Male,NC_OBC,90.3,95.2,82.2,Non-Engineer,78.09,0,0,0,0,0,1,0
Female,General,95,96.6,82,Non-Engineer,93.22,0,0,0,0,0,0,0
Male,General,95,92.6,80,Non-Engineer,96.95,0,0,0,0,0,0,0
Female,General,96.8,89.6,82.8,Non-Engineer,92.25,0,0,0,0,1,1,0
Male,General,95,97,85.8,Non-Engineer,99.06,0,0,0,0,1,0,1
Female,General,95,88.3,82.4,Non-Engineer,94.79,0,0,1,0,0,0,0
Male,General,95,88,82.6,Engineer,99.69,0,0,0,1,0,0,0
Male,General,95,94.4,74,Engineer,90.3,30,0,0,0,0,0,0
Male,General,95,91.7,79.2,Non-Engineer,93.28,0,0,0,0,0,0,0
Male,General,95,90.2,84.5,Engineer,90.8,0,0,0,0,0,0,0
Female,General,95,97.2,84.7,Non-Engineer,99.82,0,1,1,1,0,0,0
Male,EWS,71.3,65.4,57.2,Non-Engineer,91.53,0,0,0,0,0,0,0
Female,General,93,89.6,80,Non-Engineer,97.07,0,0,0,0,0,1,0
Male,General,95,81.2,68,Engineer,95.75,1,0,0,0,0,0,0
Male,NC_OBC,74.2,76.8,70.5,Engineer,82.35,0,0,0,0,0,0,0
Female,General,95,92.2,83.9,Engineer,99.2,0,0,1,1,1,1,1
Female,General,92.7,94.8,76.1,Non-Engineer,90.06,23,0,0,0,1,0,0
Male,NC_OBC,95,87.6,76.3,Engineer,95.88,0,0,0,0,1,0,0
Female,General,94.2,95,78.3,Non-Engineer,95.38,0,0,0,0,1,0,0
Female,General,95,93.6,66.5,Non-Engineer,94.52,30,0,0,0,0,0,0
Female,General,91.2,91.8,80.1,Engineer,98.49,12,0,0,0,1,1,0
Female,General,95,85.6,70,Non-Engineer,95.35,0,0,0,0,1,1,1
Male,General,85.8,87,73,Non-Engineer,87.87,0,0,0,0,0,0,0
Male,General,76,70.8,65.8,Non-Engineer,86.61,0,0,0,0,0,0,0
Male,SC,65,55,69.8,Engineer,72.24,0,0,0,0,0,0,0
Male,NC_OBC,81.7,88,73.2,Non-Engineer,86.97,0,0,0,0,0,0,0
Male,NC_OBC,95,77.8,67,Non-Engineer,84.27,0,0,0,0,0,1,0
Male,General,76,69.2,56,Non-Engineer,92.88,0,0,0,0,0,0,0
Male,General,80.5,69.8,70.9,Non-Engineer,76.78,0,0,0,0,0,0,0
Male,General,87.4,93.4,71.1,Non-Engineer,94.83,0,0,0,0,0,0,0
Male,General,91.8,94.6,91.2,Engineer,92.99,12,0,0,1,0,0,1
Male,NC_OBC,95,74.5,82.9,Engineer,88.44,0,0,0,0,0,0,0
Male,EWS,68.8,55.3,62.9,Non-Engineer,71.79,0,0,0,0,0,0,0
Female,SC,74.1,83.8,65.4,Non-Engineer,59.77,0,0,0,0,0,0,0
Male,EWS,73.8,55,55,Non-Engineer,76.54,0,0,0,0,0,0,0
Male,NC_OBC,95,96.6,87.3,Engineer,96.93,0,0,1,0,1,1,1
Male,General,95,95.6,78.4,Engineer,95.26,21,0,0,0,0,0,0
Male,SC,87.2,87.3,69,Non-Engineer,55.18,13,0,0,0,0,0,0
Male,General,85.5,88,74.9,Engineer,90.42,0,0,0,0,0,0,0
Female,NC_OBC,95,95.4,87.7,Engineer,84.38,14,1,0,0,0,0,0
Male,General,90.9,91.2,76.4,Non-Engineer,98.41,0,0,0,0,0,1,0
Male,NC_OBC,80.7,68.5,56.5,Engineer,82.47,0,0,0,0,0,0,0
Male,EWS,95,96.4,89,Non-Engineer,90.67,0,0,0,0,0,1,1
Male,General,89.3,74,70.1,Non-Engineer,94.46,0,0,0,0,0,0,0
Male,EWS,73,82.2,81.2,Engineer,94.59,0,0,0,0,0,0,0
Female,General,85.8,85.2,79.3,Non-Engineer,90.33,0,0,0,0,1,1,1
Female,General,95,94,78.9,Engineer,90.98,29,0,0,0,1,1,0
Male,General,89.4,86.2,76,Engineer,99.88,25,1,0,1,0,1,1
Male,NC_OBC,92.6,94.4,84.4,Engineer,99.75,24,1,1,0,0,0,0
Male,General,95,94.4,85.9,Engineer,98.9,23,0,0,0,1,1,1
Male,General,91.9,86.6,63.9,Non-Engineer,94.17,0,0,0,0,0,1,0
Male,General,95,94.8,79.7,Non-Engineer,98.47,0,1,0,0,1,1,1
Male,General,84,77,61,Engineer,93.2,0,0,0,0,0,0,0
Male,NC_OBC,78.6,91,76,Engineer,97.82,28,0,0,0,0,0,0
Female,General,95,91.4,97.6,Engineer,92.87,30,0,1,0,0,0,0
Male,General,95.6,96.4,97.5,Non-Engineer,96.12,2,0,1,0,1,0,1
Female,General,86,88,74.5,Non-Engineer,94.16,0,0,0,0,0,1,0
Male,NC_OBC,72.2,61,58.5,Non-Engineer,79.04,0,0,0,0,0,0,0
Male,General,93,94.2,88.6,Engineer,97.23,4,0,0,0,0,0,1
Male,General,95,78.6,78.8,Non-Engineer,82.38,0,0,0,0,0,0,0
Male,EWS,89.5,75.8,63,Engineer,85.36,0,0,0,0,0,0,0
Female,General,78.3,79.8,67.4,Non-Engineer,86.82,0,0,0,0,0,0,0
Female,EWS,92.6,90.4,75,Engineer,96.49,3,0,1,1,1,1,1
Female,NC_OBC,95,94.2,82.4,Engineer,94.7,0,0,0,1,1,1,1
Male,General,74,53.6,57.4,Non-Engineer,88.61,0,0,0,0,0,0,0
Male,General,93,94.8,87.1,Engineer,93.66,18,0,0,0,0,0,0
Male,NC_OBC,88.9,88.8,60,Engineer,97.78,3,0,1,1,1,1,0
Male,General,89.3,90.4,69.5,Engineer,96.76,0,0,0,0,0,1,0
Female,General,93.1,70,75,Engineer,74.09,0,0,0,0,0,0,0
Male,SC,79.8,88.4,75,Non-Engineer,81.86,0,0,0,0,0,0,0
Male,General,87.8,79.5,72.6,Engineer,92.7,0,0,0,0,0,0,0
Male,General,88,89.6,88.8,Engineer,99.63,33,0,1,0,0,0,1
Male,General,89.1,83.6,88.5,Engineer,97.68,2,0,0,0,0,0,0
Male,General,95,87,65,Engineer,99.67,0,0,0,1,0,0,0
Male,NC_OBC,95,87,75.8,Engineer,93.47,16,0,0,0,0,0,0
Male,SC,71.5,53.3,76.8,Engineer,80.06,25,0,0,0,0,0,1
Female,General,89.2,82.7,81.4,Engineer,95.77,27,0,0,0,0,1,0
Male,EWS,82,58,76,Engineer,75.75,0,0,0,0,0,0,0
Male,General,84.6,76.4,64.6,Non-Engineer,99.7,35,0,0,0,0,1,1
Male,General,93.2,89.7,65.7,Engineer,98.28,35,0,0,0,0,1,0
Female,General,91.5,93.4,86.2,Engineer,96.79,15,0,0,0,0,1,0
Male,General,93,92.7,69.2,Non-Engineer,96.38,11,0,0,0,0,1,0
Male,General,77.7,71.5,78.9,Engineer,93.65,10,0,0,0,0,0,0
Female,General,95,82,77.8,Engineer,98.77,0,0,0,0,0,1,0
Female,EWS,93.3,94.8,93,Non-Engineer,81.28,0,0,1,0,0,1,0
Female,General,95,90.6,97.2,Engineer,83.23,0,0,0,0,0,0,0
Male,General,90.8,88.2,71.7,Engineer,94.85,20,0,0,0,0,0,0
Male,General,95,87,80.5,Engineer,99.96,0,0,1,1,0,1,0
Male,NC_OBC,94.4,82,65.1,Non-Engineer,90.49,0,0,0,0,0,1,1
Male,General,93.6,95.3,75.1,Non-Engineer,86.74,36,0,0,0,0,1,0
Male,EWS,88.7,84,73.9,Non-Engineer,99.62,0,0,0,1,0,0,0
Female,EWS,93.4,87.8,86.7,Engineer,96.5,0,0,1,0,0,0,0
Male,EWS,93,86.4,76.5,Non-Engineer,96,3,0,0,0,0,1,0
Male,General,92.7,88.4,77.5,Non-Engineer,94.45,0,0,0,0,0,0,0
Male,General,93.8,90.8,90.7,Engineer,97.23,35,0,0,0,0,1,1
Male,SC,95,78.6,65.6,Non-Engineer,88.43,0,0,0,0,0,0,0
Male,General,89.2,90,78.6,Engineer,89.79,25,0,0,0,0,0,0
Male,General,97,94.5,83,Engineer,99.56,0,0,0,0,1,0,0
Male,General,70.2,71.2,80.5,Non-Engineer,95.3,0,0,0,0,0,0,0
Male,General,95.2,94,90.7,Engineer,99.32,0,0,1,0,0,0,0
Female,General,88.7,95.6,73.6,Non-Engineer,91.81,0,0,0,0,0,0,0
Female,ST,95,82.2,73.7,Non-Engineer,70.83,0,0,1,1,1,1,1
Female,EWS,79,75,68,Non-Engineer,93.96,0,0,0,0,0,0,1
Male,NC_OBC,82.6,77.6,80.3,Engineer,86.64,44,0,0,0,0,0,1
Male,General,95,89.2,69.4,Engineer,99.09,0,0,0,0,0,0,0
Female,NC_OBC,88.4,83.2,84.6,Engineer,75.29,0,0,0,0,0,0,0
Male,General,95.4,95,85.1,Engineer,95.62,42,0,0,0,1,0,0
Male,General,95,94.7,80.5,Engineer,99.82,13,1,0,1,0,0,0
Male,General,95,90.2,71.9,Engineer,99.49,6,0,0,0,0,0,0
Male,SC,91.2,71,73.4,Non-Engineer,95.67,0,0,0,0,0,1,1
Male,NC_OBC,93.1,86.8,85.1,Non-Engineer,93.77,0,0,0,0,0,1,0
Male,NC_OBC,86.9,79.4,68.3,Non-Engineer,92.66,36,0,0,0,0,1,1
Male,General,90.2,93,84.5,Engineer,95.22,2,0,0,0,0,0,0
Male,General,92.8,88.7,66.4,Engineer,97.19,24,0,0,0,0,0,0
Male,General,91.8,85.6,70.6,Non-Engineer,96.51,0,0,0,0,0,0,0
Male,NC_OBC,92.2,87.8,72.9,Non-Engineer,86.83,0,0,0,0,0,1,0
Male,SC,87.6,89.4,64.8,Engineer,79.47,0,0,0,0,0,0,0
Male,General,91.9,80.6,64,Engineer,97.73,30,0,0,0,0,0,0
Female,General,86,84.2,79.2,Engineer,90.72,20,0,0,0,0,0,0
Male,General,87.4,87,64.4,Non-Engineer,98.5,0,0,0,0,0,0,0
Male,NC_OBC,95,94.3,87,Engineer,97.47,30,1,1,0,0,0,0
Male,EWS,77.2,82.2,70.5,Non-Engineer,70.25,0,0,0,0,0,0,0
Male,General,89.8,89.2,80.7,Engineer,87.76,7,0,0,0,0,0,0
Female,General,92.2,91.8,74.4,Non-Engineer,98.69,5,0,0,0,0,1,1
Female,General,88.6,84,79,Engineer,97.45,29,0,1,1,0,1,1
Male,NC_OBC,88,91,80,Engineer,95.12,13,0,0,0,0,1,0
Male,General,89.5,86.2,81.7,Engineer,95.89,0,0,0,0,0,0,0
Male,General,94.8,94.2,87.6,Engineer,99.65,6,0,1,0,0,0,1
Male,NC_OBC,89,87,60.1,Non-Engineer,94.93,0,0,0,0,0,0,1
Female,General,89.3,77.8,64.5,Engineer,94.95,12,0,0,0,0,1,0
Male,General,83.6,81.8,67.7,Engineer,87.58,0,0,0,0,0,0,0
Male,NC_OBC,91.3,90.8,97.7,Non-Engineer,86.58,0,0,0,0,0,1,0
Male,NC_OBC,84.5,86.7,57.5,Non-Engineer,96.78,25,1,0,0,1,0,1
Male,General,95,95.8,83.4,Engineer,98.48,36,0,1,0,0,0,1
Male,General,91.7,91.4,83.5,Non-Engineer,90.52,0,1,0,0,0,0,0
Male,General,91.3,94,79.3,Engineer,99.78,0,0,0,1,1,0,1
Male,General,89.3,78.8,73.6,Non-Engineer,97.14,0,0,0,0,0,0,0
Male,General,95,94.2,73.8,Engineer,97.97,0,0,0,0,1,0,1
Male,General,95,89,78.5,Non-Engineer,98.24,0,0,0,0,0,1,0
Male,General,86.1,81.5,75.9,Engineer,92.1,20,0,0,0,0,0,0
Male,General,87,86.2,76.4,Engineer,99.25,58,0,0,0,0,0,1
Female,General,96.4,95,88.3,Engineer,99.52,2,0,0,1,1,1,1
Male,General,91.6,89.3,77.8,Engineer,98.74,5,0,1,0,0,1,0
Female,General,86.5,85,72.2,Non-Engineer,93,0,0,0,0,0,0,0
Male,General,95,98.2,79.8,Engineer,97.49,0,0,0,0,0,1,0
Male,General,95.4,95.3,91.1,Engineer,92.46,12,0,0,0,0,0,0
Female,General,80,80,77,Non-Engineer,96.99,0,0,0,0,1,1,0
Female,General,93.6,93.5,52,Non-Engineer,97.5,0,0,0,0,0,0,0
Female,General,92.3,89.8,81.4,Engineer,98.97,0,0,0,0,0,0,0
Male,General,89.3,83.7,74.7,Non-Engineer,95.64,0,0,0,0,0,0,0
Male,General,94,93.1,81,Engineer,98.44,0,0,0,0,0,0,0
Male,SC,91.2,74.3,78.1,Engineer,79,8,0,0,0,0,0,0
Male,General,90.3,85.3,78,Engineer,94.11,0,0,0,0,0,0,0
Male,General,95,90,82.8,Engineer,98.08,32,0,0,0,0,0,1
Male,General,83.8,91.5,77.5,Engineer,99.21,16,0,0,0,0,0,0
Female,NC_OBC,88,75.2,78.3,Engineer,89.47,28,0,0,0,0,1,0
Male,General,83.5,77.7,74,Engineer,94.71,7,0,0,0,0,0,0
Male,General,91.8,92.2,67.4,Non-Engineer,97.49,7,0,0,0,0,1,0
Male,NC_OBC,84.2,91.3,66.6,Non-Engineer,96.76,0,1,0,0,0,1,1
Male,General,91.2,90.4,70,Engineer,97.65,12,0,1,0,0,0,1
Male,General,95,92.4,76.2,Engineer,98.33,3,0,1,0,0,0,0
Male,ST,92.8,88,83.5,Engineer,76.52,0,0,1,1,0,1,1
Female,General,91.1,89.3,89,Engineer,99.43,2,0,1,1,0,0,1
Male,General,89,91.7,82.5,Engineer,84.93,7,0,0,0,0,0,0
Male,General,95.8,92.3,79,Engineer,97.79,0,0,0,0,0,0,0
Male,General,96.7,93.4,98.1,Engineer,99.24,10,0,1,0,0,0,1
Male,General,93,93,68,Non-Engineer,97.54,7,0,0,0,0,1,0
Male,General,66.5,82,65,Non-Engineer,77.86,0,0,0,0,0,0,0
Male,EWS,83.8,79.4,54,Non-Engineer,73.64,0,0,0,0,0,0,0
Male,General,89.2,75.8,64.6,Non-Engineer,82.33,0,0,0,0,0,0,0
Female,General,88,80.5,53.1,Non-Engineer,79.62,14,0,0,0,0,0,0
Male,General,95,96.6,92,Engineer,99.96,0,1,1,1,1,0,0
Male,General,90.9,91.8,71.5,Engineer,97.05,9,0,0,0,1,1,1
Male,General,77.9,90,71.6,Non-Engineer,90.93,0,0,0,0,0,0,0
Female,General,95,95.8,74.1,Non-Engineer,97.53,0,0,0,0,1,1,1
Male,General,95,95.4,89.2,Engineer,99.72,5,1,1,1,0,0,1
Male,SC,95,83,68,Engineer,91.57,0,0,0,1,1,1,0
Male,General,93,93,70,Engineer,99.74,1,0,0,1,0,0,0
Male,SC,89.8,91.8,62.6,Engineer,96.77,0,1,0,1,1,1,1
Male,NC_OBC,94.4,91.3,81.4,Engineer,97.51,0,0,0,1,1,0,1
Male,General,79,80,52,Non-Engineer,94.68,0,0,0,0,0,0,0
Female,General,96.9,95.2,81.2,Engineer,98.12,0,0,1,0,0,1,1
Male,General,74,68.8,70.3,Non-Engineer,92.39,0,0,0,0,0,0,0
Female,NC_OBC,89.3,80.5,66.7,Non-Engineer,84.36,0,0,0,0,1,0,0
Male,General,89.3,90.1,80,Engineer,99.85,0,0,0,1,1,0,0
Male,General,61.8,75.8,63.2,Non-Engineer,94.15,0,0,0,0,0,0,0
Female,General,87.4,75.2,86.4,Non-Engineer,90.92,0,0,0,0,0,0,0
Female,NC_OBC,92.3,79,62.1,Non-Engineer,74.17,0,0,0,0,0,0,0
Female,General,81.8,68.6,69.3,Non-Engineer,90.78,0,0,0,0,0,0,0
Male,General,100,84.2,66,Non-Engineer,91.23,2,0,0,0,0,0,0
Male,EWS,95,91.9,81.7,Engineer,99.73,0,1,1,1,0,0,0
Male,General,95,92.2,60,Engineer,99.33,0,0,0,0,1,0,0
Female,General,95,94.2,80.6,Non-Engineer,97.22,22,0,0,0,1,0,1
Male,NC_OBC,74.1,79,70,Non-Engineer,94.54,0,0,0,0,0,1,0
Male,General,73.2,80.4,68,Non-Engineer,99.28,6,0,0,0,0,0,0
Male,NC_OBC,89,79.2,76.2,Engineer,95.08,0,0,0,0,1,0,0
Female,General,93,90.8,90.6,Engineer,99.82,13,1,1,1,0,1,1
Male,General,83.6,92.6,87.2,Engineer,99.37,28,0,0,0,0,0,0
Male,General,95,90.2,77,Engineer,99.93,12,1,1,1,0,0,0
Female,General,89.3,82.6,75,Engineer,95.73,0,0,0,0,0,0,0
Male,General,91.2,92,56.8,Non-Engineer,94.17,0,0,0,0,0,0,0
Male,NC_OBC,83.6,88,80.7,Engineer,98.73,0,0,0,1,1,0,1
Female,General,95,95.2,85.8,Non-Engineer,93.38,0,0,0,0,1,0,0
Female,General,95,95.6,80,Non-Engineer,94.79,0,0,0,0,1,0,0
Male,General,95,88.4,87.4,Engineer,92.01,0,0,0,0,0,0,0
Male,NC_OBC,81,78,68,Engineer,97.83,0,0,0,0,0,0,1
Male,NC_OBC,89.3,77,71.5,Engineer,79.4,0,0,0,0,0,0,0
Male,General,95,92,85,Engineer,98.96,6,0,0,0,0,0,0
Male,NC_OBC,95,89.7,77.6,Engineer,98.62,0,0,1,1,0,0,1
Female,NC_OBC,95,87.8,85.5,Non-Engineer,88.46,0,0,0,0,0,0,0
Male,General,83.6,83.4,75.7,Engineer,90.14,0,0,0,0,0,0,0
Male,General,85.5,78,67.4,Non-Engineer,90.03,0,1,0,0,0,0,0
Male,General,79.8,94,61.7,Non-Engineer,97.18,0,0,0,0,0,1,0
Male,General,91.2,90,75,Non-Engineer,98.6,0,0,0,0,0,1,1
Male,General,93.1,96.4,78,Non-Engineer,98.77,0,0,0,0,0,1,0
Male,General,77.9,73.4,56.1,Engineer,92.11,0,0,0,0,0,0,0
Male,NC_OBC,88.3,81.6,78.2,Engineer,94.35,24,0,0,0,1,0,1
Male,NC_OBC,93.1,80.8,70.1,Engineer,99.5,0,0,0,1,0,1,0
Male,SC,85.5,78.2,54.6,Engineer,96.72,0,0,0,0,0,0,1
Male,EWS,83.7,82.2,60,Non-Engineer,92.45,0,0,0,0,0,1,0
Male,General,91.4,75.4,61.9,Engineer,97.4,2,0,0,0,0,0,0
Male,SC,78,82.6,71.6,Engineer,96.3,0,0,0,1,0,1,1
Male,General,74,79.2,75.1,Non-Engineer,97.16,0,0,0,0,0,0,0
Female,General,95,94.7,81.1,Non-Engineer,92.28,0,0,0,0,0,0,0
Female,ST,95,74.4,76.1,Engineer,90.33,0,0,0,1,0,1,0
Male,General,87.4,86,74.3,Engineer,93.07,6,0,0,0,0,0,0
Male,General,64,72.4,78,Non-Engineer,90.85,1,0,0,0,0,0,0
Male,SC,95,61.2,75.3,Non-Engineer,75.68,0,0,0,0,0,0,0
Female,ST,78.7,76.2,73.6,Engineer,59.24,0,0,0,0,0,0,0
Male,General,81.7,71.4,74.5,Engineer,96.5,0,0,0,0,0,0,0
Male,General,66.6,69.2,88.8,Non-Engineer,95.51,0,0,0,0,0,0,0
Male,General,91.2,79.8,65.9,Engineer,93.76,0,0,0,0,0,1,1
Male,General,93,94.2,67.8,Engineer,97.98,24,0,0,0,0,0,0
Male,General,95,87.4,80,Non-Engineer,90.33,0,0,0,0,0,1,0
Male,EWS,78,85,83.4,Engineer,91.1,0,0,0,0,0,0,0
Female,General,95,93.2,82.8,Engineer,96.59,0,0,0,0,0,1,0
Male,General,91,93.4,80,Non-Engineer,98.32,0,1,1,1,1,1,1
Female,General,91.2,93.2,75,Non-Engineer,92.86,0,0,0,0,0,0,0
Male,General,84.8,85.4,60,Non-Engineer,90.37,0,0,0,0,0,0,1
Female,General,95,94.8,85,Non-Engineer,99.05,0,0,0,1,1,1,1
Male,General,95,96.4,92.4,Non-Engineer,99.37,0,1,1,1,1,1,1
Male,NC_OBC,78.5,79,64.1,Engineer,84.25,0,0,0,0,0,0,0
Female,General,90,90,60,Non-Engineer,94.01,0,0,0,0,0,0,0
Male,ST,85.5,90.6,80.8,Non-Engineer,69.58,0,1,0,0,1,1,1
Male,General,93.1,82.8,66.5,Engineer,97.56,0,0,0,0,0,0,0
Male,General,83.9,86,76.8,Non-Engineer,66.86,0,0,0,0,0,0,0
Male,NC_OBC,78,68.2,84.9,Non-Engineer,82.9,0,0,0,0,0,0,0
Female,General,91.2,79,76.1,Engineer,85.26,0,0,0,0,0,0,0
Male,General,90,93,70,Non-Engineer,98.24,0,0,0,0,1,1,1
Male,General,88.2,94.1,73,Non-Engineer,90.6,0,0,0,0,0,1,0
Male,General,100,92.4,77.7,Engineer,99.9,0,1,1,1,0,1,1
Female,General,82,83.4,70.3,Engineer,86.55,0,0,0,0,0,0,0
Male,General,62.8,70.4,50.4,Non-Engineer,89.44,0,0,0,0,0,0,0
Female,General,91.2,88.6,70.9,Engineer,89.81,0,0,0,0,0,0,0
Male,NC_OBC,73.2,91,74.3,Non-Engineer,82.54,0,0,0,0,0,0,0
Male,General,89.3,90.2,75.2,Non-Engineer,99.61,0,0,0,0,0,1,0
Male,SC,72,81.2,69.9,Non-Engineer,68.04,0,0,0,0,0,0,0
Female,General,95,91.8,89,Engineer,99.04,0,0,0,1,0,1,0
Male,NC_OBC,60.8,82.8,66.8,Non-Engineer,88.77,0,0,0,0,0,0,0
Male,General,95,93.6,87.1,Engineer,98.81,10,0,1,0,0,0,1
Female,General,76,83,84.8,Non-Engineer,85.28,0,0,0,0,0,0,0
Female,NC_OBC,81.7,83.2,79.8,Non-Engineer,88.86,0,0,0,0,0,0,0
Male,NC_OBC,81.7,67.6,65.7,Engineer,89.94,0,0,0,0,0,0,0
Male,EWS,82.5,74.8,74.2,Engineer,72.89,30,0,0,0,0,0,0
Male,NC_OBC,91.2,82,66.9,Non-Engineer,84.68,0,0,0,0,0,1,0
Female,General,78,65.7,71.8,Non-Engineer,97.22,0,0,0,0,0,0,0
Male,General,95,88.4,94.2,Engineer,94.35,0,0,0,0,0,0,0
Male,General,98,90,58,Non-Engineer,94.82,0,0,0,0,0,0,0
Male,NC_OBC,79.8,72,73,Engineer,93.67,15,0,0,0,0,0,0
Female,General,89.3,92.2,89.3,Non-Engineer,98.3,0,0,0,0,0,0,0
Female,EWS,95,88.8,77.5,Non-Engineer,91.89,0,0,0,0,1,1,0
Female,NC_OBC,89,79.6,83,Engineer,97.63,24,0,1,0,0,1,0
Male,General,92,82.2,70.4,Engineer,97.35,0,0,0,0,0,0,0
Male,General,92.8,90.8,72.2,Engineer,99.53,30,0,0,0,0,0,1
Male,General,89.3,92.6,89.3,Engineer,92.77,10,0,0,0,0,0,0
Female,SC,88.7,83.7,64.1,Non-Engineer,80.76,0,0,0,1,0,0,0
Male,General,82.9,76,59.3,Non-Engineer,99.25,0,0,0,0,0,0,0
Male,General,91.2,94,71.9,Engineer,98.11,12,0,0,0,0,0,0
Female,General,93.1,86.8,81.1,Engineer,99,0,0,0,1,0,1,0
Female,EWS,93.1,87,84.7,Engineer,94.96,0,0,1,0,0,0,1
Male,NC_OBC,89.4,88.6,74.1,Engineer,91.27,27,0,0,0,0,0,0
Female,General,99,98,79,Engineer,97.19,1,0,0,0,0,1,0
Male,NC_OBC,95,93.7,79.8,Non-Engineer,78.08,0,1,0,0,0,0,0
Male,General,83.6,87.4,63.9,Engineer,99.59,26,0,0,0,0,0,0
Female,General,95,94.6,93.2,Non-Engineer,94.08,0,0,0,0,1,0,0
Male,General,95,95.2,73.7,Engineer,97.26,0,0,0,0,0,0,0
Female,General,87.4,90.8,89.7,Non-Engineer,88.87,0,0,0,0,0,0,0
Female,General,98,93.8,84.7,Non-Engineer,97.06,3,0,0,0,0,1,1
Female,General,97,97.9,68.4,Engineer,99.16,24,0,0,0,0,1,0
Male,General,95,97.3,84.4,Engineer,97.32,36,0,0,0,0,0,0
Male,NC_OBC,90.7,97.6,67.9,Engineer,87.85,35,0,0,0,0,0,0
Male,General,98,96,60,Engineer,98.22,0,0,0,0,0,0,0
Female,General,95,94,88,Non-Engineer,97.55,0,0,0,0,1,1,0
Male,NC_OBC,90,90,62.8,Engineer,87.85,27,0,0,0,0,0,0
Male,General,93.1,91.4,84.8,Engineer,99.65,6,0,0,0,0,0,1
Male,General,98.3,97.2,87.4,Engineer,99.59,21,0,0,0,0,1,1
Male,General,95,97.1,77.4,Engineer,99.19,0,0,0,0,0,0,1
Male,NC_OBC,91.2,81.8,72.5,Non-Engineer,88.43,0,0,0,0,0,1,0
Female,General,95,96.2,79,Engineer,94.52,0,0,0,0,0,0,0
Male,NC_OBC,95,95.8,85.8,Engineer,98.04,4,0,0,0,1,1,1
Female,NC_OBC,93,94,67.7,Engineer,75.79,34,0,0,0,0,0,0
Female,General,92.2,94.5,78.2,Engineer,98.17,0,0,0,0,0,1,0
Male,General,77.9,70.4,73,Engineer,93.11,7,0,0,0,0,0,0
Female,NC_OBC,98,96.2,75,Engineer,98.71,0,1,0,0,0,0,1
Female,General,98,98.4,81.8,Engineer,88.37,26,0,0,0,0,1,0
Male,General,95,89.8,78.8,Engineer,96.44,9,0,0,0,0,0,0
Male,General,94.2,73.3,73.7,Non-Engineer,89.97,0,0,0,0,0,0,0
Male,General,95,96.7,87.6,Engineer,93.98,0,0,0,0,0,0,1
Male,General,97,98,76,Engineer,98.71,20,0,0,0,0,0,0
Male,NC_OBC,95,96.1,85.3,Engineer,99.67,0,1,1,0,0,0,0
Male,General,72.2,78.8,63.8,Engineer,85.83,0,0,0,0,0,0,0
Female,General,95,95.2,86.5,Engineer,93.96,26,0,0,0,1,1,1
Female,NC_OBC,93.1,98.6,78.7,Engineer,99.28,0,1,1,1,0,0,0
Male,SC,95,93.5,64.3,Engineer,90.95,0,0,0,0,1,0,0
Female,General,95,96,98.7,Non-Engineer,92.29,8,0,0,0,0,0,0
Male,General,96.5,97.5,85.2,Engineer,93.45,0,0,0,0,0,0,0
Male,NC_OBC,88.7,87.7,55.8,Engineer,76.69,23,0,0,0,0,0,0
Female,General,98,98.2,78,Engineer,95.22,24,0,0,0,0,1,0
Male,General,85.8,86.2,77.8,Engineer,96.13,0,0,0,0,0,1,0
Female,NC_OBC,93.1,98.1,90.3,Engineer,90.51,7,0,1,0,0,1,0
Male,General,98,98.2,82.4,Engineer,97.81,9,0,0,0,0,0,1
Male,NC_OBC,100,97.4,76,Engineer,94.46,18,0,0,0,0,1,0
Male,General,95,95.6,88.7,Engineer,91.64,0,0,0,0,0,0,0
Female,EWS,97,98.5,76.9,Engineer,98.68,12,0,1,1,1,1,1
Male,SC,93,94.1,67,Engineer,76.2,0,0,0,0,1,0,0
Male,General,97,98.8,97,Engineer,99.72,18,1,1,1,0,0,1
Female,NC_OBC,93.2,94.1,69.3,Engineer,92.89,30,0,0,0,1,1,1
Female,SC,87.4,82.5,73.3,Engineer,81.45,29,1,0,0,1,1,1
Female,General,98.3,96.6,83.1,Engineer,91.72,30,0,0,0,0,1,0
Male,General,85,89.2,82.2,Non-Engineer,88.92,6,0,0,0,0,0,0
Female,SC,92,94.6,96.4,Non-Engineer,74.27,0,0,1,1,0,1,1
Female,NC_OBC,83.6,95,91.1,Non-Engineer,85.16,0,0,0,0,0,0,0
Female,NC_OBC,71.2,87.5,83.4,Non-Engineer,78.75,19,0,0,0,0,0,0
